LocaleIdentifier,DE
MsgOrderNoTipsForBill,Einige Rechnungen sind ohne Trinkgelder. Die Bestellung offen lassen?
BtnLeaveTip,Trinkgeld Heraufgeschraubt
BtnCloseOrder,Bestellung Schließen
MsgOrderRefundExtraAmount,Bitte tätigen Sie die Rückerstattung for dem Schließen.
MsgOrderPayRemainingAmount,Bestellung kann nicht geschlossen werden. Bitte begleichen Sie den offenen Betrag.
MsgOrderNoItemsForNextCourse,Der nächste Gang hat keine Gerichte.
MsgOrderEnterPrice,Geben Sie den Preis ein
MsgOrderSelectSeat,Wählen Sie einen Sitzplatz aus
MsgOrderSelectSeatPlease,Bitte wählen Sie die Anzahl Gäste
MsgOrderSeatWithNumber,Platz %d
MsgOrderSetSeat,Sitzplatz-Nummer eingeben
MsgOrderSetGuestCount,Geben Sie die Anzahl Gäste ein
MsgOrderSeat,Platz
MsgOrderSeats,Plätze
MsgOrderGuest,Gast
MsgOrderGuests,Gäste
MsgOrderSelectCourse,Wählen Sie einen Gang
MsgOrderCourseWithNumber,Gang %d
MsgOrderTableCantMoveIsUnsynced,"Das Verschieben ist nicht möglich, weil die Ziel-Bestellung nicht mit dem Haupt-POS synchronisiert ist."
MsgOrderSplitBillsClear,Geteilte Rechnungen werden gelöscht. Sind Sie sich sicher?
MsgOrderSplitBillsNumberExceeded,Bis zu 15 Rechnungen werden unterstützt.
MsgOrderSmallAmountForSplitting,Der Betrag jeder geteilten Rechnung muss höher als € %.2f sein.
MsgOrderAddExtraItemTitle,Zusätzlichen Artikel Hinzufügen
MsgOrderAddExtraItemName,Name
MsgOrderAddExtraItemPrice,Preis
MsgOrderAddExtraItemPricePerUnit,Preis pro Einheit
MsgOrderAddExtraItemTax,Steuer
BtnOrderAddExtraItemWeight,Gewicht
BtnOrderAddExtraEnterName,Bitte denn Namen des Artikels eingeben.
BtnOrderAddExtraEnterPrice,Bitte geben Sie den Preis vor der Aktivierung der Waage ein.
MsgOrderAddExtraItemSelectName,Wählen Sie einen Namen aus
MsgOrderAddExtraItemSelectNameTax,Steuer: %.1f%%
MsgOrderAddExtraItemSaveToServer,Auf dem Server speichern
MsgOrderAddExtraItemTaxFreeItem,Steuerfrei
MsgOrderAddExtraItemWeightedItem,Gewogener Artikel
MsgOrderAddExtraItemEmbeddedItem,Eingebetteter Artikel
MsgOrderAddExtraItemSaving,Speichern
MsgOrderAddExtraItemSavingFailed,Produkt wurde nicht auf dem Server sondern lokal gespeichert.
MsgOrderAddExtraItemTaxSavingWarning,"Zollsteuer wird nicht auf dem Server, sondern in dem bestellten Produkt gespeichert."
MsgOrderAddExtraItemNoMatchFound,Keine Übereinstimmung gefunden
MsgOrderExtraItem,Artikel
BtnOrderAddItem,Artikel hinzufügen
MsgOrderAddItemCopying,Artikel werden kopiert
MsgOrderPrintReceiptsTitle,Quittungen Drucken
MsgOrderPrintReceiptsPrintWhat,Bestellung hat Kreditkartenbelege. Welche Quittungen möchten Sie drucken?
MsgOrderPrintReceiptsSplitPrintWhat,Welche Quittungen möchten Sie drucken?
BtnOrderPrintReceiptsGuest,Gast
BtnOrderPrintReceiptsSummary,Zusammenfassung
BtnOrderPrintReceiptsCredit,Kredit
MsgOrderHappyHour,Happy Hour
MsgOrderRefundCustomer,Bitte Erstattung an Kunden %@.
MsgOrderRefundCompleted,%@ erstattet an %@
MsgOrderRefundToNewCard,Geschenkkarte Laden Wiederholen
MsgOrderFailedToAddGiftCard,Geschenkkarten Löschung ist fehlgeschlagen.
MsgOrderPrintReceiptTitle,Quittung Drucken
MsgOrderPrintGiftReceiptTitle,Geschenk Quittung drucken
MsgOrderPrintReceiptActions,Möchten Sie eine Quittung drucken?
MsgOrderPrintRefundReceiptForActions,Möchten Sie einen Erstattungsbeleg drucken für %@?
MsgOrderPrintGiftReceiptActions,Möchten Sie eine Geschenk Quittung drucken?
MsgOrderPrintInvoiceTitle,Rechnungsoptionen
MsgOrderPrintInvoiceActions,Wie möchten Sie Ihre Rechnung erhalten?
MsgOrderPrintTypeTitle,Druck-Optionen
MsgOrderPrintTypeActions,Wählen Sie den Beleg-Typ: Bestell-Quittung oder Rechnung
BtnOrderPrintReceiptEmail,E-Mail
BtnOrderPrintReceiptExpensify,Expensify
BtnOrderPrintReceiptSignature,Unterschrift
MsgOrderCusomerSigned,Kunde hat Unterschrieben
MsgOrderInvoiceTemplateIsInvalid,Rechnungs-template ist ungültig.\nBitte kontaktieren Sie den Support.
MsgOrderWaitLoayalTreeRewardsTitle,LoyalTree-Service
MsgOrderLoaylTreeMsg,Warten auf LoyalTree Antwort...
MsgOrderItemIsNotAFuelGradeCheckConfiguration,"Artikel ist nicht als Kraftstoff markiert. Bitte, in der Management-Konsole prüfen"
MsgMistmatchInPriceBetweenFCAndPOS,"Diskrepanz im Preis zwischen Forecourt-Controller und POS, für das Produkt %@"
MsgOrderSelectOwner,Wählen Sie den Tischbesitzer
MsgOrderSelectEmployee,Wählen Sie einen Mitarbeiter aus
MsgOrderSelectProducts,Wählen Sie Produkte
MsgOrderSelectProductsForLayaway,"Produkte auswählen, die aus dem Inventar entfernt werden sollen"
MsgOrderAddQuantity,Menge Hinzufügen
MsgOrderSetQuantity,Menge Einstellen
MsgOrderEnterQuantity,Menge Eingeben
MsgOrderQuantityCouldNotBeChanged,Menge kann nicht geändert werden.
MsgOrderSelectOrder,Wählen Sie eine Bestellung
MsgOrderSelectTable,Wählen Sie einen Tisch
MsgOrderReprint,Erneut drucken
MsgOrderSendToKitchen,An die Küche versenden
MsgOrderReachedMaxQty,Maximale Anzahl der Produkte erreicht.  Dieser Bestellung können keine Produkte mehr hinzugefügt werden.
MsgOrderLocked,Bestellung wurde bearbeitet von %@ auf Station %@.
MsgOrderLockedPrinting,Drucken der Bestellung ist im Gange.
MsgOrderChangedSaveFailed,Bestellung wurde geändert. Speichern fehlgeschlagen.
MsgOrderSaveFailed,Speichern der Bestellung fehlgeschlagen
MsgOrderCollisionDetected,Die Bestellung wurde auf dem Haupt-POS geändert. Ihre lokale Bestellung wurde überschrieben
MsgOrderCollisionDetectedItems,%d gelöschte Artikel.
MsgOrderCollisionDetectedPaymentsRefunds,%d lokale Zahlung(en) in Höhe von %@\ninsgesamt zurückerstattet.
MsgOrderCollisionDetectedPayments,%d überschüssige lokale Zahlung(en) Gesamtbetrag %@.\nMöchten Sie überschüssige Zahlungen erstatten?
MsgOrderDeletedSaveFailed,Bestellung wurde mit dem Cloud-Server synchronisiert und aus der Haupt-POS-Station entfernt.
MsgOrderDeletedLoadFailed,Bestellung wurde mit dem Cloud-Server synchronisiert und aus der Haupt-POS-Station entfernt.
MsgOrderMainNotReachable,Kann die Haupt-POS-Station nicht erreichen.
MsgOrderCloudNotReachable,Keine Verbindung zum Cloud-Server. Bitte überprüfen Sie Ihre Internetverbindung.
MsgOrderLoadEmpty,Die Bestellung ist leer und kann nicht geladen werden.
MsgOrderPrinting,Drucken Bestellung #%@
MsgOrderOnline,Online-Bestellung
MsgOrderNotPrinted,NICHT GEDRUCKT
MsgOrderInCorrect,FALSCH
MsgOrderNotFound,NICHT GEFUNDEN
MsgOrderSelectPrinter,Wählen Sie einen Drucker
MsgOrderSelectLanguage,Wählen Sie die Sprache für Quittungen
MsgOrderDefaultLanguage,Standardsprache
MsgOrderSecondaryLanguage,Sekundärsprache
MsgOrderHeldOrder,Gehaltene Bestellung
MsgOrderHeldOrders,Gehaltene Bestellungen
MsgOrderUnsyncedOrder,Nicht-synchronisierte Bestellung
MsgOrderUnsyncedOrders,Nicht-synchronisierte Bestellungen
MsgOrderOpenWebOrder,Online-Bestellung
MsgOrderOpenWebOrders,Online-Bestellung
MsgOrderUnprinted,Ungedruckte Bestellungen
MsgOrderUnprintedWebOrder,Ungedruckte Web-Bestellung
MsgOrderUnprintedWebOrders,Ungedruckte Web-Bestellungen
MsgOrderDeliveryCharge,Liefergebühr
MsgOrderIsNotFullyPaid,Die aktuelle Bestellung wurde nicht vollständig bezahlt. Bitte bezahlen Sie zuerst den Restbetrag.
MsgOrderTargetTableHasOrder,Es gibt eine offene Bestellung auf %@. Das ausgewählte %@ wird Bestandteil dieser Bestellung. Fortfahren?
MsgOrderBagCharge,Kosten der Tragetasche
MsgOrderEnterSerialNumber,Geben Sie die Seriennummer ein
MsgOrderEnterCallNumber,Geben Sie die Rufnummer ein
MsgOrderEnterSerialNumberForProduct,Geben Sie die Seriennummer ein für %@
MsgOrderSerialNumberIsEmptyEnterValidSerialNumber,Seriennummer ist leer. \nBitte geben Sie eine gültige Seriennummer ein.
MsgOrderSerialNumberShort,S/N
MsgOrderFindOrdersBySerialNumber,Bestellungen nach Seriennummer finden
MsgOrderFoundProductsWithSN,Gefundene Produkte mit S/N %@
MsgOrderProductWithIdNotFoundInDb,"Fehler beim Hinzufügen der Combo.\nProdukt mit der ID \""%d\"" nicht gefunden."
MsgOrderSearchBySN,Bestellungen nach S/N:
MsgOrderSearchBySNFromAnotheEstablishment,"Bestellung %@ wurde in einer anderen Filiale erstellt.  Wenn Sie diesen Artikel zurückgeben müssen, gehen Sie in Einstellungen / Retouren."
MsgReceiptlessReturnSearchBySN,Finden nach S/N
MsgOrderSerialNumberMissingTitle,Fehlende Seriennummer(n)
MsgOrderAddSerialNumbersBeforeContinuing,Bitte tätigen Sie die Rückerstattung for dem Schließen.
MsgOrderNewInvoice,Neue Rechnung: %@
MsgOrderNewOrder,Neue Bestellung: %@
MsgOrderOrderedBy,Sortiert nach: %@
MsgOrderMaximumGeneralTitle,Bestellmaximum erreicht
MsgInvoiceMaximumGeneralTitle,Rechnungsmaximum erreicht
MsgOrderMaximumGeneralMessage,Fortfahren mit dem Hinzufügen von Artikeln
MsgOrderMoveNotAllowedBecauseOfSplitBills,Kann Bestellung nicht mit Rechnung zusammenführen.
MsgPrintManagementTitle,Druckerverwaltung
MsgPrintManagementPrinterDetails,Druckerdetails
MsgPrintManagementSetFontSize,Schriftgröße Einstellen
MsgPrintInvalidConfig,Ungültige Druckerkonfiguration
MsgPrintReceiptOptionsTitle,Rezept-Druckoptionen
MsgPrintReceiptOptionsLabelSize,Etikettengröße
MsgPrintReceiptOptionsPrinterIPPort,IP-Druckerport
MsgPrintReceiptOptionsWidth,Breite
MsgPrintReceiptOptionsHeight,Höhe
MsgPrintReceiptOptionsLargeLabel,Groß
MsgPrintReceiptOptionsSmallLabel,Klein
MsgPrintReceiptOptionsCustomLabel,Benutzerdefiniertes Etikett
BtnPrintRedirect,Umleiten
BtnPrintNoRedirect,Umleitung\nAufheben
BtnPrintRedirectingTo,Umleiten zu
BtnPrintRecipe,Rezept
BtnPrintUseForLabels,Etikett
BtnPrintLabelsOptions,Etikettenoptionen
MsgPrintFontNormal,Normal
MsgPrintFontLarge,Groß
MsgPrintPrinterNotResponding,Drucker '%@' reagiert nicht. Bitte bestätigen Sie das er eingeschaltet ist.
MsgPrintPrinterNotRespondingKiosk,Es gibt ein Problem mit dem Drucker. Bitte gehen Sie zur nächsten Kasse.
MsgPrintCashDrawerNotResponding,Kassenlade reagiert nicht. Bitte überprüfen Sie die Druckerverbindung.
MsgReceiptDeliveryTime,Lieferzeit
MsgReceiptPickupTime,Abholzeit
MsgOrderViewPickup,Abholung
MsgReceiptASAPTime,Schnellstmöglich
MsgReceiptDueDate,Fälligkeitsdatum
MsgPrintLabelForItem,Etikett Drucken – für Ausgewählten Artikel
MsgPrintLabelForCategory,Etikett für Kategorie drucken
MsgPrintLabelNoBarcode,Produkt hat keinen Barcode.
MsgPrintLabelQuantity,Menge
MsgPrintLabelEnterQuantity,Menge Eingeben
MsgLabelPrinterIsNotSet,Etikettendrucker ist nicht eingestellt.
MsgPrintLabelOptionsTitle,Etiketten-Druckoptionen
MsgLabelType,Etikettentyp
MsgPrintLabelOptionsPrintName,Namen Drucken
MsgPrintLabelOptionsPrintPrice,Preis Drucken
MsgPrintLabelOptionsWidth,Breite
MsgPrintLabelOptionsHeight,Höhe
MsgPrintLabelOptionsPricingLabel,Preisetikett
MsgPrintLabelOptionsStockLabel,Lageretikett
MsgPrintLabelOptionsJewelry,Schmuck
MsgOrderReceiptTitle,Quittung
MsgOrderGiftReceiptTitle,Gechenk Quittung
MsgOrderVoidReceiptTitle,Storno-Quittung
MsgOrderExchangeReceiptTitle,Umtausch-Quittung
MsgReceiptPaymentLog,Zahlungsprotokoll
MsgReceiptDailyPaymentLog,Tägliches Zahlungsprotokoll
MsgReceiptTotalPaymentReceipt,Gesamtzahlungsbericht
MsgReceiptCashLog,Bargeld-Protokoll
MsgReceiptCashLogStartingCash,Anfangskassenstand
MsgReceiptCashLogPayoutAmount,Auszahlungsbetrag
MsgReceiptCashLogPayInAmount,Einzahlungsbetrag
MsgReceiptCashLogSafeDropAmount,Betrag sicher absetzen
MsgReceiptCashLogCoinsDispensed,Ausgegebene Münzen
MsgReceiptCashLogTotal,Bargeld Insgesamt
MsgReceiptCashLogExpectedCashInTill,Erwartetes Bargeld in der Kasse
MsgReceiptCashLogCheckOut,Bargeld-Protokoll für die Kasse
MsgReceiptCashLogCheckOutStartingCash,Anfangskassenstand Saldo
MsgReceiptCashLogCheckOutPayoutAmount,Auszahlungsbetrag
MsgReceiptCashLogCheckOutPayInAmount,Einzahlungsbetrag
MsgReceiptCashLogCheckOutCoinsDispensed,Ausgegebene Münzen
MsgReceiptCashLogCheckOutCashTransactions,Bargeld-Transaktionen
MsgReceiptCashLogCheckOutExpectedCashInTill,Erwartetes Bargeld in der Kasse
MsgReceiptCashLogCheckOutEndingCashTotal,Endbetrag Bargeld Insgesamt
MsgReceiptCashLogCheckOutDifference,Unterschied
MsgReceiptCashLogCheckOutBankDrop,Bankeinzahlung
MsgReceiptCashLogOpenedBy,Geöffnet von
MsgReceiptCashLogHeldBy,Gehalten von
MsgReceiptCashLogClosedBy,Geschlossen von
MsgReceiptCashLogPayOut,Auszahlung
MsgReceiptCashLogPayIn,Einzahlung
MsgReceiptMadeBy,Erstellt von
MsgTillsOwnedBy,Inhaber
MsgReceiptGiftCardCertificateNumber,Geschenkkartennr.
MsgReceiptGiftCardAuthNumber,Auth. Nummer
MsgReceiptGiftCardLoadAmount,Betrag Laden
MsgReceiptGiftCardLoadBonusAmount,Bonusbetrag hinzugefügt
MsgReceiptGiftCardLoadBonusPercentage,%% Bonus
MsgReceiptGiftCardOriginalBalance,Ursprünglicher Betrag
MsgReceiptGiftCardBalance,Saldo
MsgReceiptSafeDrop,Sicher Ablegen
MsgReceiptBankDropAmountOfDropTotal,Höhe der Gesamteinzahlung
MsgReceiptBankDropSignedBy,Unterschrieben von
MsgReceiptOfflineMode,OFFLINE-MODUS
MsgReceiptSaveYourReceipt,BITTE SPEICHERN SIE IHRE QUITTUNG
MsgReceiptClockInTime,Anmeldezeit
MsgReceiptClockOutTime,Abmeldezeit
MsgReceiptPresentReceiptToManager,ZEIGEN SIE DIESE QUITTUNG IHREM VORGESETZTEN.
MsgTimeSheetOfflineMode,Sie befinden sich im Offline-Modus.\n Bitte speichern Sie Ihre Quittung.
MsgReceiptHotspotTitle,HOTSPOT-CODE
MsgReceiptHotspotCode,Code
MsgReceiptHotspotDuration,Dauer (Minuten)
MsgReceiptCheckInTimeCheckIn,Anmeldezeit
MsgReceiptCheckInTimeCheckOut,Abmeldezeit
MsgReceiptCheckInCheckIn,Angemeldet
MsgReceiptCheckInCheckOut,Abgemeldet
MsgReceiptCheckInCheckInError,Fehler: Mitarbeiter ist von der\n letzten Schicht nicht abgemeldet .
MsgReceiptCheckInCheckOutError,Fehler: Mitarbeiter zur letzten\n Schicht nicht angemeldet.
MsgReceiptOther,Andere
MsgReceiptCurrencyPlural,Euro
MsgReceiptCurrencySingular,Euro
MsgReceiptCurrencyTitlePlural,Währungen
MsgReceiptDatetime,DatumZeit
MsgReceiptPersonLoggedIn,Eingeloggte Person
MsgReceiptPrinter,Drucker
MsgReceiptOriginal,Original
MsgReceiptRemaining,Verbleibend
MsgReceiptOrder,Bestellung
MsgReceiptInvoice,Rechnung
MsgReceiptEmployee,Mitarbeiter
MsgReceiptRole,Funktion
MsgReceiptName,Name
MsgReceiptDate,Datum
MsgReceiptTime,Zeit
MsgReceiptHours,Stunden
MsgReceiptTotalHours,Stunden insgesamt
MsgReceiptCallNumber,Wartenummer
MsgReceiptCallName,Rufname
MsgReceiptTable,Tisch
MsgReceiptBarTab,Stehplatz
MsgReceiptCustomer,Kunde
MsgReceiptCustomerShort,Kunde
MsgReceiptServer,Kellner
MsgReceiptTransaction,Transaktion
MsgReceiptPaidWith,Bezahlt Mit
MsgReceiptBill,Rechnung
MsgReceiptTotal,Summe
MsgReceiptExchangeValue,Tauschwert
MsgReceiptReturnValue,Retouren
MsgReceiptAppliedDeposit,Abgerechnete Vorauszahlung
MsgReceiptSumTotal,Gesamtsumme
MsgReceiptSumTotal2,Gesamtsumme:
MsgReceiptServiceCharge,Service-Gebühr
MsgReceiptOnlineTip,Online
MsgReceiptReceiptServiceCharge,Quittung Service-Gebühr
MsgReceiptCash,Bargeld
MsgReceiptCredit,Kredit
MsgReceiptPreAuth,Vor Auth.
MsgReceiptTermID,Term. ID
MsgReceiptAuthCode,Auth. Code
MsgReceiptSeq,Seq
MsgReceiptAccountNumber,Kontonummer
MsgReceiptEntryMethod,Eingabeart
MsgReceiptCardBrand,Kreditkarten-Marke
MsgReceiptGiftCard,Geschenkkarte
MsgReceiptRewardCard,Prämienkarte
MsgReceiptCreditCard,Kreditkarte
MsgReceiptCreditPlus,Kredit +
MsgReceiptDeposit,Einzahlung
MsgReceiptCheck,Rechnung
MsgReceiptGiftCert,Geschenkkarte
MsgReceiptGift,Geschenk
MsgReceiptTax,Steuer
MsgReceiptTip,Trinkgeld
MsgReceiptIndex,Index
MsgReceiptDiscount,Rabatt
MsgReceiptStation,Station
MsgReceiptPrintedAt,Ausgedruckt auf
MsgReceiptSpecialRequest,Sonderwunsch
MsgReceiptSpecialInstructon,Besondere Anweisungen
MsgReceiptSignatureAndTotal,Unterschrift & Gesamtbetrag
MsgReceiptReceiptOptions,Quittungsoptionen
MsgReceiptReceiptHowWouldYouLike,Wie möchten Sie Ihre Quittung erhalten?
MsgReceiptSignature,Unterschrift
MsgReceiptCashier,Kassierer
MsgReceiptReportPrintedBy,Quittung Gedruckt
MsgReceiptAgreementLine1,Ja
MsgReceiptAgreementLine2,gemäß der Vereinbarung mit dem Aussteller der Karte.
MsgReceiptBreakdown,Aufschlüsselung
MsgReceiptBreakdownNet,NETTO
MsgReceiptBreakdownTax,Steuer
MsgReceiptBreakdownGross,Brutto
MsgReceiptSeatCount,Anzahl Plätze
MsgReceiptNotes,ANMERKUNGEN
MsgReceiptTableOwner,Tischeigentümer
MsgReceiptTakenBy,Entgegengenommen von
MsgReceiptGiftCardNumber,Geschenkkartennr.
MsgReceiptRewardCardNumber,Prämienkartennummer
MsgReceiptUnknown,Unbekannt
MsgReceiptCardBalance,Saldo der Kreditkarte
MsgReceiptPointBalance,Punktestand
MsgReceiptVisitsBalance,Guthaben für die Besuche
MsgReceiptPurchasesBalance,Guthaben für die Einkäufe
MsgReceiptAuthNumber,Auth. Nummer
MsgReceiptSaleAmount,Verkaufsumsatz
MsgReceiptBalanceUsed,Verwendetes Saldo
MsgReceiptBalanceDue,Offener Betrag
MsgReceiptOrderBalanceDue,Offener Bestellungsbetrag
MsgReceiptOrderBalanceDueCut,Bestellung Fällig
MsgReceiptCustomerPaid,Kunde Bezahlt
MsgReceiptCustomerChange,Kunden Änderung
MsgReceiptDeliverTo,Liefern An
MsgReceiptTotalTax,Steuern Insgesamt
MsgReceiptCashRoundingDelta,Rundungsdelta
MsgReceiptSeat,Platz
MsgReceiptOfSale,von Verkauf:
MsgReceiptSuggestedTips,Vorgeschlagene Trinkgelder
MsgReceiptIncluded,Inklusive
MsgReceiptPayPal,PayPal
MsgReceiptTipIncludesAutoGratuity,Trinkgeld umfasst Auto-Gratifikation:
MsgReceiptAwardedPoints,Prämienpunkte
MsgReceiptNewProducts,Neue Produkte
MsgReceiptNewProductsName,Name
MsgReceiptNewProductsBarcode,Barcode
MsgReceiptNewProductsUnitOfMeasure,Messeinheit
MsgReceiptNewProductsInventoryQuantity,Inventarmenge
MsgReceiptNewProductsPrice,Preis
MsgReceiptNewProductsTax,Steuer
MsgReceiptNewProductsEmbedded,Eingebettet
MsgReceiptNewProductsSoldByWeight,Verkauft nach Gewicht
MsgReceiptNewProductWouldYouLike,"Möchten Sie ein neues Produkt erstellen, mit dem Barcode ohne Übereinstimmungen?"
MsgReceiptReceiptlessReturnReceiptTotalCash,Bargeld Insgesamt:
MsgReceiptReceiptlessReturnReceiptTotalCredit,Gesamtguthaben der Filiale:
MsgReceiptReceiptlessReturnReceiptProductName,Produkt
MsgReceiptReceiptlessReturnReceiptReturn,Reklamation
MsgReceiptReceiptlessReturnReceiptTax,Steuer
MsgReceiptReceiptlessReturnReceiptTotal,Summe
MsgReceiptDelivery,Lieferung
MsgReceiptDeliveryDate,Lieferdatum
MsgReceiptCustomerCopy,Kopie für den Kunden
MsgReceiptMerchantCopy,Kopie für den Händler
MsgReceiptEach,jeweils
MsgReceiptTaxOnSurchargeFormat,%@ auf %@
MsgReceiptSurcharge,Zuschlag:
MsgReceiptUntaxed,Unversteuert
MsgReceiptMiscTax,Versch.
MsgReceiptPrevailingTax,Geltende Steuer
MsgReceiptTaxBreakdownTitle,Aufschlüsselung der Steuer
MsgReceiptTaxBreakdownTotal,Summe
MsgReceiptTaxBreakdownRate,Preis
MsgReceiptTaxRebate,Steuerermäßigung
MsgReceiptBadgeTotal,Bestellung ist genehmigt und wird zur Rechnung des Gruppeneigentümers hinzugefügt. \nLaufende Gesamtsumme der Gruppe: %@
MsgReceiptVatNumber,Umsatzsteuer-Identifikationsnummer
MsgReceiptYouSaved,Sie haben gespeichert
MsgReceiptPriceIncludesTaxes,Preis umfasst Steuern
MsgReceiptTotalTaxesCollected,Insgesamt einbehaltene Steuern:
MsgWaitingForTipSelection,Warten auf Trinkgeld-Auswahl
MsgWaitingForSignature,Warten auf Unterschrift
MsgWaitingForRedeemRewards,Warten auf Kunden
MsgWaitingForReceiptSelection,Warten auf die Auswahl der Quittung
MsgWaitingForEmailEntry,Warten auf E-Mail Eingabe
MsgOverridingTheDisplayUnit,Änderungen der Kunden-Display-Einstellungen leiten alle Anfragen auf das POS-Terminal um. Möchten Sie fortfahren?
MsgCall,Anruf#
MsgReceiptOriginalReceipt,Originalbeleg
MsgReceiptOnSpotGift,Vor Ort Geschenk
MsgReceiptCancelledOrder,Stornierte Bestellung 
MsgReceiptTotalRedeemedPoints,Gebrauchte Prämienpunkte
MsgReceiptYourCurrentBalance,Kontostand
MsgReceiptOrderNumber,Bestellungsnr.: %@
MsgReceiptMoved,Versetzt
MsgReceiptMovedTo,versetzt nach
MsgReceiptToDestination,Nach Bestimmungsort
MsgReceiptPaymentTotal,Zahlungsprotokoll
MsgReceiptProductForecastingStartOfReport,Steuerbericht drucken
MsgReceiptProductForecastingEndOfReport,Monatsende
MsgReceiptProductForecastingTotalsForDay,Angaben zu den Gesamtsummen
MsgReceiptProductForecastingNextDay,Nächster
MsgReceiptProductForecastingPrior,Priority
MsgReceiptProductForecastingNotificationBody,Bericht drucken
MsgReceiptProductForecastingStartOfDay,Startdatum
MsgReceiptProductForecastingTimeSlot,Zeit-Block
MsgBarTabTitle,Stehplatz #%d
MsgBarTabsTitle,Stehplätze%@
MsgBarTabsFindTitle,Stehplatz Finden
MsgOrderSelectTitle,Wählen Sie die Bestellung
MsgBarTabsFindPlaceholder,Geben Sie die Rechnungsnummer oder den Kundennamen ein
MsgBarTabsFindNoResults,"Kein offener, übereinstimmender Stehplatz gefunden."
MsgBarTabsFindNoResultsOpenNewTab,"Kein offener, übereinstimmender Stehplatz gefunden. Möchten Sie einen neuen Stehplatz öffnen?"
MsgTablesFindNoResultsSelectAvailableTable,Wählen Sie einen verfügbaren Tisch
MsgBarTabsSearchPlaceholder,"Stehplatz #, Kundenname, Bestell-ID"
BtnBarTabsOpen,Stehplatz Öffnen
BtnBarTabsFind,Stehplatz Finden
BtnBarTabsBarcode,Bestell-ID
MsgCustomersHome,Addresse
MsgCustomersOffice,Geschäftliche Addresse
MsgSelectOrderType,Wählen Sie den Typ Bestellung
MsgOrderTypeAll,Alle Bestellungen Anzeigen
MsgOrderTypeHouse,Nur Hauskonten Anzeigen
MsgOrderTypeInvoices,Offene Rechnungen Anzeigen
MsgOrderTypeHouseTitle,Hauskonten
MsgOrderFilterPaid,Bezahlt
MsgOrderFilterBilled,In Rechnung gestellt
MsgOrderListTitle,Bestellungen
MsgOrderListTitleWithCustomerName,%@s Bestellungen
