LocaleIdentifier,TH
MsgScrSettingsJobRequestAllSyncPosStations,คำร้องของานถูกส่งไปยังเครื่องบริการ POS ที่ซิงก์ทั้งหมด ตรวจสอบเครื่องบริการภายในไม่กี่นาทีนี้
MsgScrSettingsLoading3Dots,กำลังโหลด...
MsgScrSettingsLockedPreauthorization,ปิดกั้นการอนุมัติล่วงหน้า
MsgScrSettingsToBeCaptured,ที่จะถูกเก็บข้อมูล
MsgScrSettingsNotAccepted,ไม่ได้รับการยอมรับ! ติดต่อหน่วยประมวลผลการชำระเงินของคุณเพื่อเก็บข้อมูลด้วยตนเอง
MsgScrSettingsExccedAmount,ไม่อนุญาตให้เก็บข้อมูลเกินกว่า %@!
MsgScrSettingsConfirmation,การยืนยัน
MsgScrSettingsDeletePaymentFromBatch,ลบการชำระเงินจากกลุ่ม
MsgScrSettingsLastStatus,สถานะสุดท้าย:
MsgScrSettingsTipOVER25,ทิปเกินกว่า 25%!
MsgScrSettingsTotal,ยอดรวม:
MsgScrSettingsTip,ทิป: 
MsgScrSettingsDisplayUnitSett,การตั้งค่าหน่วยแสดงผล
MsgScrSettingsDisplayUnitWelcomeMess,ข้อความต้อนรับหน่วยแสดงผล:
MsgScrSettingsCustomWelcomeMess,ข้อความต้อนรับที่กำหนดเอง:
MsgScrSettingsWelcome2ManagerSett,การตั้งค่าการต้อนรับผู้จัดการ
MsgScrSettingsEstablishment,เครื่องที่ติดตั้ง
MsgScrSettingsAdvanced,ขั้นสูง
MsgScrSettingsAdvancedEmployeeLock,อนุญาตให้พนักงานล็อก iPads
MsgScrSettingsEnableTroubleshootMode,เปิดใช้งานโหมดการแก้ปัญหา
MsgScrSettingsRecentLog,บันทึกการชำระเงิน
MsgScrSettingsUploadToServer,อัปโหลดบันทึกไปยังเซิร์ฟเวอร์
MsgScrSettingsUploadLogs,อัปโหลดบันทึกไปยังเซิร์ฟเวอร์
MsgScrSettingsLastUploadDateLessMinuteAgo,เวลาอัปโหลดล่าสุด: น้อยกว่า 1 นาทีที่แล้ว
MsgScrSettingsLastUploadDateMinutesAgo,เวลาอัปโหลดล่าสุด: %d นาทีที่แล้ว
MsgScrSettingsLastUploadDate,เวลาอัปโหลดล่าสุด: %@
MsgScrSettingsTroubleshootModeLogs,บันทึกโหมดการแก้ปัญหา
MsgScrSettingsCustomMenus,การตั้งค่าเมนูที่กำหนดค่าเอง
MsgScrSettingsShowCustomMenus,แสดงเมนูที่กำหนดค่าเอง
MsgPopupIdleTimerTitle,ไม่มีกิจกรรม
MsgPopupIdleTimerMessage,คุณยังอยู่ตรงนั้นหรือไม่?
MsgPopupStartOverTitle,เริ่มใหม่
MsgPopupStartOverConfirmation,คุณแน่ใจหรือไม่?
MsgPopupTransactionFailedMessage,โปรดกดปุ่ม “ย้อนกลับ” เพื่อลองอีกครั้ง หรือกดปุ่ม “ด้วยตนเอง” เพื่อป้อนข้อมูลบัตรด้วยตนเอง
MsgPopupCashInformationIncompleteTitle,ข้อมูลไม่สมบูรณ์
MsgPopupCashInformationIncompleteMessage,โปรดป้อนชื่อของคุณ และจากนั้นกดปุ่ม ถัดไป
MsgPopupEmailAddressIsNotValidTitle,อีเมลแอดเดรสไม่ถูกต้อง
MsgPopupEmailAddressIsNotValidMessage,โปรดตรวจสอบอีเมลแอดเดรสของคุณ และลองอีกครั้ง
MsgPriceFree,ฟรี
MsgCustomize,ตามความต้องการผู้ซื้อ
MsgPopupRequireGroupTitle,การเลือกไม่สมบูรณ์
MsgPopupRequireGroupMessage,โปรดเลือก %@
BtnEditSpecialInstructions,แก้ไขข้อแนะนำพิเศษ
BtnAddSpecialInstructions,เพิ่มข้อแนะนำพิเศษ
MsgSubCategoryAll,ทั้งหมด
MsgBagItemName,ถุง
MsgProductInformation,%@ ข้อมูล
MsgPopupGiftCardIncorrectTitle,หมายเลขบัตรของขวัญไม่ถูกต้อง
MsgProductAttributesSelect,เลือก %@
MsgProductAttributesSelectAttrForProd,เลือก %@ & %@ สำหรับ %@
MsgProductAttributesSelectOneAttrForProd,เลือก %@ สำหรับ %@
MsgCallNamePressBackTextOrderScreen,หรือกดย้อนกลับ เพื่อกลับไปยังหน้าจอคำสั่งซื้อ
MsgCallNamePressBackTextPaymentOptions,หรือกดย้อนกลับ เพื่อย้อนกลับไปยังตัวเลือกการชำระเงิน
MsgCallNameSkipGiftCardActivationText,หรือกด ดำเนินการต่อ เพื่อข้ามการเปิดใช้งานบัตร
MsgModWindowPleasePickMod,โปรดเลือก %@
MsgScrOrderKioskMyOrder,คำสั่งซื้อของฉัน
MsgScrOrderKioskTitleWelcomeTo,ยินดีต้อนรับสู่
MsgScrOrderKioskTitleTouchScreenToBegin,แตะหน้าจอเพื่อเริ่มต้น
MsgScrCheckoutKioskTitleCheckoutAndPayment,การเช็กเอาต์และการชำระเงิน
MsgScrCheckoutKioskTitleCheckout,เช็กเอาต์
MsgScrCheckoutKioskReviewOrder,ตรวจสอบคำสั่งซื้อ
MsgScrCheckoutKioskHaveDiscountCode,มีรหัสส่วนลดหรือไม่?
MsgScrCheckoutKioskNeedBag,ฉันต้องการถุง!
MsgScrCheckoutKioskDontNeedBag,ฉันไม่ต้องการถุง
MsgScrCheckoutKioskPrepareOptionHere,ที่นี่
MsgScrCheckoutKioskPrepareOrderFor,จัดเตรียมคำสั่งซื้อนี้สำหรับ...
MsgScrCheckoutKioskBalanceDueIs,ยอดที่ต้องชำระของคุณคือ
MsgScrCheckoutKioskHowToPay,คุณต้องการชำระเงินโดยวิธีใด?
MsgScrCheckoutKioskPleaseSwipeCard,โปรดรูดบัตรของคุณ
MsgScrCheckoutKioskWouldLikeToAddTip,คุณต้องการเพิ่มทิปลงไปด้วยหรือไม่?
MsgScrCheckoutKioskEnterTipAmount,ป้อนจำนวนทิป:
MsgScrCheckoutKioskOrChooseFromOptionsBelow,หรือเลือกจากตัวเลือกด้านล่าง
MsgScrCheckoutKioskThankYouOrderPlaced,ขอบคุณ! คำสั่งซื้อของคุณอยู่ในระบบแล้ว
MsgScrCheckoutKioskCallName,ชื่อเรียก:
MsgScrCheckoutKioskAmountCharged,จำนวนเงินที่เรียกเก็บค่าใช้จ่าย:
MsgScrCheckoutKioskOrderTotal,ยอดรวมคำสั่งซื้อ:
MsgScrCheckoutKioskSignBelow,โปรดลงลายมือชื่อด้านล่าง
MsgScrCheckoutKioskEnterEmail,โปรดป้อนอีเมลแอดเดรสของคุณ
MsgScrCheckoutKioskEmailTitle,อีเมล:
MsgScrCheckoutKioskEnterEmailHere,ป้อนอีเมลที่นี่
MsgScrCheckoutKioskPurchaseDoneThankYouNote,คุณดำเนินการเสร็จสิ้นแล้ว! ขอบคุณสำหรับการสั่งซื้อจากเรา
MsgScrCheckoutKioskReceiptSentTo,ใบเสร็จถูกส่งไปยัง...
MsgScrCheckoutKioskSwipeGiftCard,โปรดรูดบัตรของขวัญของคุณ หรือป้อนด้วยตนเอง
MsgScrCheckoutKioskManualGiftCard,โปรดป้อนบัตรของขวัญด้วยตนเอง
MsgScrCheckoutKioskGiftCardNo,บัตรของขวัญ #:
MsgScrCheckoutKioskEnterGiftCardNo,ป้อนบัตรของขวัญ #
MsgScrCheckoutKioskScanQRToPayWith,สแกนรหัสคิวอาร์ ด้วยโทรศัพท์ของคุณเพื่อชำระเงิน
MsgScrCheckoutKioskOpenPayPalSearchForOurStore,เปิดแอป PayPal จากนั้นค้นหาร้านค้าของเรา
MsgScrCheckoutKioskSwipeSliderRight,รูดตัวเลื่อนไปทางขวา
MsgScrCheckoutKioskScanQRWithScanner,สแกนรหัสคิวอาร์ ด้วยเครื่องสแกน
MsgScrCheckoutKioskEnterCallName,โปรดป้อนชื่อเรียก
MsgScrCheckoutKioskEnterCallNameHere,ป้อนชื่อเรียกที่นี่
MsgScrCheckoutKioskProceedToPaymentStation,โปรดดำเนินการต่อไปยังเครื่องบริการชำระเงิน
MsgScrCheckoutKioskToCompleteOrder,เพื่อดำเนินการกับคำสั่งซื้อของคุณให้เสร็จสมบูรณ์
MsgScrCheckoutKioskCallNumber,หมายเลขโทรศัพท์:
MsgScrModifiersKioskHowMany,จำนวนเท่าใด?
MsgScrModifiersNoModifiersForProduct,ไม่มีตัวดัดแปลงสำหรับผลิตภัณฑ์นี้
MsgScrModifiersSelectedModifiers,ตัวดัดแปลงที่เลือก
MsgScrModifiersTouchToJumpToCategory,แตะเพื่อเข้าสู่หมวดหมู่
MsgScrMatrixPriceColon,ราคา:
MsgScrMatrixSelectAttribute,เลือก (คุณลักษณะ)
